% Langmuir characteristic curve

% U (Volt)	I (A)
68.529999	-1.838198E-7
68.535004	-2.133893E-7
68.544998	7.415656E-8
68.550003	-1.626322E-7
68.555000	1.544831E-7
68.559998	1.376029E-7
68.565002	7.846393E-8
68.574997	8.265488E-8
68.580002	1.038425E-7
68.584999	1.841690E-7
68.589996	-6.170012E-9
68.595001	-1.541339E-7
68.605003	4.458707E-8
68.610001	-1.466833E-8
68.614998	-6.961636E-8
68.620003	4.877802E-8
68.625000	1.165317E-7
68.635002	1.629815E-7
68.639999	2.010493E-7
68.644997	1.756707E-7
68.650002	1.798617E-7
68.654999	1.502922E-7
68.665001	1.925509E-7
68.669998	5.727634E-8
68.675003	3.067544E-7
68.680000	1.292210E-7
68.684998	5.308539E-8
68.695000	1.417939E-7
68.699997	-4.423782E-8
68.705002	1.292210E-7
68.709999	1.841690E-7
68.714996	1.292210E-7
68.724998	2.349261E-7
68.730003	2.603047E-7
68.735001	2.264278E-7
68.739998	2.179295E-7
68.745003	5.181646E-7
68.754997	3.828900E-7
68.760002	3.490131E-7
68.764999	2.010493E-7
68.769997	2.476154E-7
68.775002	1.461012E-7
68.785004	2.179295E-7
68.790001	2.306188E-7
68.794998	2.729939E-7
68.800003	2.813758E-7
68.805000	3.617024E-7
68.815002	3.702007E-7
68.820000	3.702007E-7
68.824997	4.378380E-7
68.830002	5.012844E-7
68.834999	3.406312E-7
68.845001	6.577466E-7
68.849998	2.052402E-7
68.855003	4.421454E-7
68.860001	3.660098E-7
68.864998	5.393522E-7
68.875000	3.575115E-7
68.879997	3.743917E-7
68.885002	3.617024E-7
68.889999	4.124595E-7
68.894997	4.802132E-7
68.904999	2.898742E-7
68.910004	6.408663E-7
68.915001	5.986076E-7
68.919998	5.097827E-7
68.925003	7.211929E-7
68.934998	6.662449E-7
68.940002	7.211929E-7
68.945000	5.816109E-7
68.949997	5.901093E-7
68.955002	6.196788E-7
68.964996	5.732290E-7
68.970001	5.859183E-7
68.974998	7.719500E-7
68.980003	7.085036E-7
68.985001	7.170020E-7
68.995003	5.181646E-7
69.000000	8.988427E-7
69.004997	9.537907E-7
69.010002	8.649658E-7
69.014999	7.931376E-7
69.025002	1.013046E-6
69.029999	8.227071E-7
69.035004	9.115320E-7
69.040001	6.704358E-7
69.044998	7.677590E-7
69.055000	8.353963E-7
69.059998	1.034117E-6
69.065002	7.634517E-7
69.070000	6.789342E-7
69.074997	9.579817E-7
69.084999	9.833602E-7
69.089996	1.131441E-6
69.095001	1.186389E-6
69.099998	1.169508E-6
69.105003	1.241337E-6
69.114998	1.093373E-6
69.120003	1.114444E-6
69.125000	1.241337E-6
69.129997	1.266715E-6
69.135002	1.186389E-6
69.144997	1.199078E-6
69.150002	1.254026E-6
69.154999	1.249835E-6
69.160004	1.245528E-6
69.165001	1.516193E-6
69.175003	1.444365E-6
69.180000	1.452747E-6
69.184998	1.558452E-6
69.190002	1.461245E-6
69.195000	1.482433E-6
69.205002	1.672655E-6
69.209999	1.698034E-6
69.214996	1.621898E-6
69.220001	1.414679E-6
69.224998	1.554261E-6
69.235001	1.824927E-6
69.239998	1.617707E-6
69.245003	1.774170E-6
69.250000	1.736102E-6
69.254997	1.808046E-6
69.264999	1.888373E-6
69.269997	1.934823E-6
69.275002	2.065906E-6
69.279999	1.985580E-6
69.285004	2.082903E-6
69.294998	2.222485E-6
69.300003	2.391636E-6
69.305000	2.159039E-6
69.309998	2.154731E-6
69.315002	2.273126E-6
69.324997	2.180110E-6
69.330002	2.421206E-6
69.334999	2.298504E-6
69.339996	2.345070E-6
69.345001	2.230867E-6
69.355003	2.442277E-6
69.360001	2.408517E-6
69.364998	2.772198E-6
69.370003	2.611428E-6
69.375000	2.653804E-6
69.385002	2.793269E-6
69.389999	2.784887E-6
69.394997	2.856716E-6
69.400002	2.911780E-6
69.404999	2.835644E-6
69.415001	2.848334E-6
69.419998	3.114692E-6
69.425003	2.894783E-6
69.430000	2.983608E-6
69.434998	3.059744E-6
69.445000	3.178138E-6
69.449997	3.118883E-6
69.455002	3.389549E-6
69.459999	3.512250E-6
69.464996	3.546011E-6
69.474998	3.609457E-6
69.480003	3.639143E-6
69.485001	3.651716E-6
69.489998	3.672903E-6
69.495003	3.778609E-6
69.504997	3.787107E-6
69.510002	3.778609E-6
69.514999	3.808294E-6
69.519997	3.901310E-6
69.525002	3.863242E-6
69.535004	4.045083E-6
69.540001	4.171859E-6
69.544998	4.121219E-6
69.550003	4.400266E-6
69.555000	4.400266E-6
69.565002	4.649744E-6
69.570000	4.683621E-6
69.574997	4.675123E-6
69.580002	4.704692E-6
69.584999	4.823203E-6
69.595001	4.776637E-6
69.599998	4.878151E-6
69.605003	4.899222E-6
69.610001	4.988047E-6
69.614998	5.009235E-6
69.625000	5.081063E-6
69.629997	5.275593E-6
69.635002	5.415175E-6
69.639999	5.529379E-6
69.644997	5.753478E-6
69.654999	5.816924E-6
69.660004	5.821115E-6
69.665001	5.952199E-6
69.669998	5.812733E-6
69.675003	6.011454E-6
69.684998	6.091781E-6
69.690002	6.032642E-6
69.695000	6.269431E-6
69.699997	6.294809E-6
69.705002	6.595044E-6
69.714996	6.514718E-6
69.720001	6.586546E-6
69.724998	6.793765E-6
69.730003	6.844522E-6
69.735001	7.077120E-6
69.745003	7.246272E-6
69.750000	7.292838E-6
69.754997	7.660710E-6
69.760002	7.563387E-6
69.764999	7.415423E-6
69.775002	7.711467E-6
69.779999	7.648021E-6
69.785004	7.829862E-6
69.790001	7.905997E-6
69.794998	8.024392E-6
69.805000	8.451520E-6
69.809998	8.358504E-6
69.815002	8.569914E-6
69.820000	8.637551E-6
69.824997	8.832081E-6
69.834999	9.035110E-6
69.839996	9.161886E-6
69.845001	9.250711E-6
69.849998	9.597512E-6
69.860001	9.538257E-6
69.864998	9.677839E-6
69.870003	9.665149E-6
69.875000	9.872369E-6
69.879997	1.000764E-5
69.889999	1.016841E-5
69.894997	1.027831E-5
69.900002	1.042639E-5
69.904999	1.059973E-5
69.910004	1.067587E-5
69.919998	1.107331E-5
69.925003	1.114944E-5
69.930000	1.131860E-5
69.934998	1.153850E-5
69.940002	1.167390E-5
69.949997	1.178379E-5
69.955002	1.180917E-5
69.959999	1.201220E-5
69.964996	1.214747E-5
69.970001	1.231243E-5
69.980003	1.262105E-5
69.985001	1.263805E-5
69.989998	1.287065E-5
69.995003	1.291709E-5
70.000000	1.317926E-5
70.010002	1.356832E-5
70.014999	1.372478E-5
70.019997	1.399126E-5
70.025002	1.399964E-5
70.029999	1.424493E-5
70.040001	1.449452E-5
70.044998	1.460442E-5
70.050003	1.484971E-5
70.055000	1.491315E-5
70.059998	1.503574E-5
70.070000	1.543330E-5
70.074997	1.546706E-5
70.080002	1.577998E-5
70.084999	1.599989E-5
70.089996	1.603377E-5
70.099998	1.652003E-5
70.105003	1.692609E-5
70.110001	1.700642E-5
70.114998	1.705717E-5
70.120003	1.736160E-5
70.129997	1.769990E-5
70.135002	1.779723E-5
70.139999	1.806358E-5
70.144997	1.848652E-5
70.150002	1.835113E-5
70.160004	1.869793E-5
70.165001	1.898967E-5
70.169998	1.906999E-5
70.175003	1.944217E-5
70.180000	1.962821E-5
70.190002	2.008071E-5
70.195000	2.037676E-5
70.199997	2.077431E-5
70.205002	2.078700E-5
70.209999	2.097304E-5
70.220001	2.136629E-5
70.224998	2.179341E-5
70.230003	2.190331E-5
70.235001	2.213172E-5
70.239998	2.205558E-5
70.250000	2.272381E-5
70.254997	2.307899E-5
70.260002	2.307899E-5
70.264999	2.348074E-5
70.269997	2.371753E-5
70.279999	2.418272E-5
70.285004	2.461404E-5
70.290001	2.471975E-5
70.294998	2.508762E-5
70.300003	2.525258E-5
70.309998	2.573885E-5
70.315002	2.630136E-5
70.320000	2.615759E-5
70.324997	2.645352E-5
70.330002	2.667343E-5
70.339996	2.719788E-5
70.345001	2.749811E-5
70.349998	2.785749E-5
70.355003	2.803514E-5
70.360001	2.834806E-5
70.370003	2.883864E-5
70.375000	2.922339E-5
70.379997	2.958288E-5
70.385002	2.976472E-5
70.389999	3.011990E-5
70.400002	3.096566E-5
70.404999	3.113062E-5
70.410004	3.135903E-5
70.415001	3.169302E-5
70.419998	3.187067E-5
70.430000	3.248814E-5
70.434998	3.292365E-5
70.440002	3.324926E-5
70.445000	3.351574E-5
70.449997	3.376941E-5
70.459999	3.449258E-5
70.464996	3.475894E-5
70.470001	3.520725E-5
70.474998	3.535522E-5
70.480003	3.585429E-5
70.489998	3.660691E-5
70.495003	3.675069E-5
70.500000	3.763032E-5
70.504997	3.753311E-5
70.510002	3.779528E-5
70.519997	3.850565E-5
70.525002	3.883557E-5
70.529999	3.952067E-5
70.535004	3.946561E-5
70.540001	4.009996E-5
70.550003	4.064129E-5
70.555000	4.103454E-5
70.559998	4.148704E-5
70.565002	4.183373E-5
70.570000	4.232430E-5
70.580002	4.320394E-5
70.584999	4.347879E-5
70.589996	4.392280E-5
70.595001	4.407088E-5
70.599998	4.471361E-5
70.610001	4.552549E-5
70.614998	4.574971E-5
70.620003	4.654052E-5
70.625000	4.661654E-5
70.629997	4.691677E-5
70.639999	4.784716E-5
70.644997	4.850689E-5
70.650002	4.884938E-5
70.654999	4.920037E-5
70.660004	4.996581E-5
70.669998	5.051552E-5
70.675003	5.092577E-5
70.680000	5.154312E-5
70.684998	5.185604E-5
70.690002	5.245232E-5
70.699997	5.317968E-5
70.705002	5.358143E-5
70.709999	5.401706E-5
70.714996	5.480356E-5
70.720001	5.511229E-5
70.730003	5.600450E-5
70.735001	5.666004E-5
70.739998	5.696027E-5
70.745003	5.764957E-5
70.750000	5.799206E-5
70.760002	5.885481E-5
70.764999	6.003038E-5
70.769997	6.028416E-5
70.775002	6.086775E-5
70.779999	6.109604E-5
70.790001	6.215321E-5
70.794998	6.260572E-5
70.800003	6.320619E-5
70.805000	6.381515E-5
70.809998	6.428454E-5
70.820000	6.509235E-5
70.824997	6.592111E-5
70.830002	6.642437E-5
70.834999	6.696989E-5
70.839996	6.750273E-5
70.849998	6.819202E-5
70.855003	6.910542E-5
70.860001	6.958749E-5
70.864998	7.050519E-5
70.870003	7.090264E-5
70.879997	7.191335E-5
70.885002	7.264072E-5
70.889999	7.304247E-5
70.894997	7.386284E-5
70.900002	7.418427E-5
70.910004	7.535564E-5
70.915001	7.609988E-5
70.919998	7.656508E-5
70.925003	7.752504E-5
70.930000	7.771107E-5
70.940002	7.881899E-5
70.945000	7.986778E-5
70.949997	8.025684E-5
70.955002	8.121249E-5
70.959999	8.120830E-5
70.970001	8.251506E-5
70.974998	8.377945E-5
70.980003	8.403312E-5
70.985001	8.490006E-5
70.989998	8.586852E-5
71.000000	8.674385E-5
71.004997	8.775026E-5
71.010002	8.856645E-5
71.014999	8.914585E-5
71.019997	9.023258E-5
71.029999	9.108684E-5
71.035004	9.208056E-5
71.040001	9.267684E-5
71.044998	9.325624E-5
71.050003	9.420770E-5
71.059998	9.527337E-5
71.065002	9.592460E-5
71.070000	9.685918E-5
71.074997	9.767956E-5
71.080002	9.843649E-5
71.089996	9.965023E-5
71.095001	0.000101
71.099998	0.000101
71.105003	0.000102
71.110001	0.000103
71.120003	0.000104
71.125000	0.000105
71.129997	0.000106
71.135002	0.000107
71.139999	0.000108
71.150002	0.000109
71.154999	0.000109
71.160004	0.000111
