% Langmuir characteristic curve

% U (Volt)	I (A)
-12.382000	-3.360910E-7
-12.376000	-3.868481E-7
-12.370000	-3.487803E-7
-12.364000	-3.614696E-7
-12.358000	-3.699679E-7
-12.352000	-2.599554E-7
-12.346000	-2.472661E-7
-12.340000	-4.841713E-7
-12.334000	-4.334142E-7
-12.328000	-4.164176E-7
-12.322000	-3.910391E-7
-12.316000	-8.182833E-7
-12.310000	-6.236369E-7
-12.304000	-6.067567E-7
-12.298000	-2.008164E-7
-12.292000	-1.965091E-7
-12.286000	-2.345769E-7
-12.280000	-3.107125E-7
-12.274000	-4.249159E-7
-12.268000	-5.692709E-8
-12.262000	-2.176967E-7
-12.256000	-4.417961E-7
-12.250000	-4.334142E-7
-12.244000	-5.433103E-7
-12.238000	-3.953464E-7
-12.232000	-4.714821E-7
-12.226000	-3.953464E-7
-12.220000	-4.291069E-7
-12.214000	-4.502945E-7
-12.208000	-3.868481E-7
-12.202000	-3.022142E-7
-12.196000	-2.896413E-7
-12.190000	-4.756730E-7
-12.184000	-5.264301E-7
-12.178000	-3.107125E-7
-12.172000	-3.995374E-7
-12.166000	-3.149034E-7
-12.160000	-5.729962E-7
-12.154000	-4.671747E-7
-12.148000	-4.671747E-7
-12.142000	-4.122267E-7
-12.136000	-2.345769E-7
-12.130000	-4.756730E-7
-12.124000	-3.995374E-7
-12.118000	-5.686888E-7
-12.112000	-2.515735E-7
-12.106000	-3.234018E-7
-12.100000	-4.122267E-7
-12.094000	-4.376052E-7
-12.088000	2.211891E-9
-12.082000	-1.965091E-7
-12.076000	-2.008164E-7
-12.070000	-4.968606E-7
-12.064000	-5.476177E-7
-12.058000	-2.599554E-7
-12.052000	-3.614696E-7
-12.046000	-4.037283E-7
-12.040000	-3.995374E-7
-12.034000	-3.656605E-7
-12.028000	-4.417961E-7
-12.022000	-4.461035E-7
-12.016000	-4.883623E-7
-12.010000	-4.164176E-7
-12.004000	-3.234018E-7
-11.998000	-7.336494E-7
-11.992000	-4.417961E-7
-11.986000	-4.291069E-7
-11.980000	-5.306210E-7
-11.974000	-4.207250E-7
-11.968000	-4.376052E-7
-11.962000	-4.291069E-7
-11.956000	-4.798640E-7
-11.950000	-8.182833E-7
-11.944000	-6.321352E-7
-11.938000	-5.052425E-7
-11.932000	-3.149034E-7
-11.926000	-3.529713E-7
-11.920000	-3.826572E-7
-11.914000	-3.529713E-7
-11.908000	-5.273614E-8
-11.902000	-1.885928E-8
-11.896000	-1.373701E-7
-11.890000	-5.095499E-7
-11.884000	-5.137408E-7
-11.878000	-4.968606E-7
-11.871500	-5.644979E-7
-11.865500	-3.741588E-7
-11.859500	-3.402820E-7
-11.853500	-5.391194E-7
-11.847500	-4.756730E-7
-11.841500	-2.811430E-7
-11.835500	-1.627486E-7
-11.829500	-4.714821E-7
-11.823500	-4.207250E-7
-11.817500	-2.303859E-7
-11.811500	-3.065215E-7
-11.805500	-4.037283E-7
-11.799500	-4.883623E-7
-11.793500	-6.787013E-7
-11.787500	-2.853340E-7
-11.781500	-3.741588E-7
-11.775500	-3.826572E-7
-11.769500	-3.953464E-7
-11.763500	-5.940674E-7
-11.757500	-5.433103E-7
-11.751500	-2.091983E-7
-11.745500	-2.303859E-7
-11.739500	-3.783498E-7
-11.733500	-3.614696E-7
-11.727500	-4.122267E-7
-11.721500	-7.811468E-8
-11.715500	-1.246808E-7
-11.709500	-3.065215E-7
-11.703500	-7.378403E-7
-11.697500	-5.518086E-7
-11.691500	-2.557645E-7
-11.685500	-4.883623E-7
-11.679500	-3.614696E-7
-11.673500	-1.881272E-7
-11.667500	-5.940674E-7
-11.661500	-1.881272E-7
-11.655500	-3.149034E-7
-11.649500	-2.726447E-7
-11.643500	-3.360910E-7
-11.637500	-3.572786E-7
-11.631500	-5.179318E-7
-11.625500	-4.968606E-7
-11.619500	-3.445894E-7
-11.613500	-4.461035E-7
-11.607500	-5.264301E-7
-11.601500	-4.122267E-7
-11.595500	-2.472661E-7
-11.589500	-5.010515E-7
-11.583500	-6.490154E-7
-11.577500	-5.940674E-7
-11.571500	-6.702030E-7
-11.565500	-1.923181E-7
-11.559500	-4.080357E-7
-11.553500	-2.980232E-7
-11.547500	-3.149034E-7
-11.541500	-1.076842E-7
-11.535500	-8.230563E-8
-11.529500	-1.373701E-7
-11.523500	-7.675262E-7
-11.517500	-5.179318E-7
-11.511500	-3.826572E-7
-11.505500	-3.614696E-7
-11.499500	-3.656605E-7
-11.493500	-5.052425E-7
-11.487500	-3.995374E-7
-11.481500	-4.461035E-7
-11.475500	-2.261950E-7
-11.469500	-3.487803E-7
-11.463500	-4.037283E-7
-11.457500	-3.192108E-7
-11.451500	-5.518086E-7
-11.445500	-4.207250E-7
-11.439500	-3.826572E-7
-11.433500	-4.968606E-7
-11.427500	-3.656605E-7
-11.421500	-4.417961E-7
-11.415500	-4.291069E-7
-11.409500	-3.910391E-7
-11.403500	-4.587928E-7
-11.397500	-4.841713E-7
-11.391500	-6.448245E-7
-11.385500	-4.291069E-7
-11.379500	-3.953464E-7
-11.373500	-6.321352E-7
-11.367500	-2.938323E-7
-11.361500	3.178138E-8
-11.355500	-4.854519E-8
-11.349500	-1.288718E-7
-11.343500	-5.856855E-7
-11.337500	-5.433103E-7
-11.331500	-5.856855E-7
-11.325500	-4.756730E-7
-11.319500	-3.529713E-7
-11.313500	-6.448245E-7
-11.307500	-4.249159E-7
-11.301500	-4.164176E-7
-11.295500	-2.218876E-7
-11.289500	-3.445894E-7
-11.283500	-3.192108E-7
-11.277500	-3.783498E-7
-11.271500	-4.502945E-7
-11.265500	-5.222391E-7
-11.259500	-4.037283E-7
-11.253500	-3.065215E-7
-11.247500	-5.137408E-7
-11.241500	-4.164176E-7
-11.235500	-4.334142E-7
-11.229500	-4.164176E-7
-11.223500	-9.028008E-7
