% Langmuir characteristic curve

% U (Volt)	I (A)
-11.019000	-1.923181E-7
-11.013000	-2.091983E-7
-11.007000	-3.614696E-7
-11.001000	-2.387678E-7
-10.995000	-1.584413E-7
-10.989000	-3.275927E-7
-10.983000	-2.853340E-7
-10.977000	-2.895249E-7
-10.971000	-2.050074E-7
-10.965000	-1.246808E-7
-10.959000	-4.756730E-7
-10.953000	-4.291069E-7
-10.947000	-1.288718E-7
-10.941000	-7.811468E-8
-10.935000	-7.811468E-8
-10.929000	-1.796288E-7
-10.923000	-2.345769E-7
-10.917000	1.671724E-7
-10.911000	1.490116E-8
-10.905000	2.339948E-8
-10.899000	-3.953464E-7
-10.893000	-4.756730E-7
-10.887000	-2.895249E-7
-10.881000	-3.487803E-7
-10.875000	-2.345769E-7
-10.869000	-4.629837E-7
-10.863000	-4.714821E-7
-10.857000	-2.641464E-7
-10.851000	-2.316665E-8
-10.845000	-4.854519E-8
-10.839000	-1.711305E-7
-10.833000	-1.965091E-7
-10.827000	-1.373701E-7
-10.821000	-3.868481E-7
-10.815000	-2.007000E-7
-10.809000	-1.711305E-7
-10.803000	-4.417961E-7
-10.797000	-3.360910E-7
-10.791000	-3.826572E-7
-10.785000	-2.472661E-7
-10.779000	-3.529713E-7
-10.773000	-4.334142E-7
-10.767000	-3.445894E-7
-10.761000	-2.316665E-8
-10.755000	2.211891E-9
-10.749000	-4.423782E-8
-10.743000	-2.176967E-7
-10.737000	-2.091983E-7
-10.731000	-5.692709E-8
-10.725000	2.759043E-8
-10.719000	-2.980232E-7
-10.713000	-3.741588E-7
-10.707000	-3.275927E-7
-10.701000	-2.176967E-7
-10.695000	-2.007000E-7
-10.689000	-1.838198E-7
-10.683000	-2.514571E-7
-10.677000	-1.288718E-7
-10.671000	-1.076842E-7
-10.665000	-1.754379E-7
-10.659000	-1.034932E-7
-10.653000	-1.330627E-7
-10.647000	-2.938323E-7
-10.641000	-1.034932E-7
-10.635000	-1.288718E-7
-10.629000	-1.246808E-7
-10.623000	-3.192108E-7
-10.617000	-3.149034E-7
-10.611000	-1.246808E-7
-10.605000	-3.529713E-7
-10.599000	-5.771872E-7
-10.593000	-5.391194E-7
-10.587000	-4.080357E-7
-10.581000	-3.585592E-8
-10.575000	-2.735760E-8
-10.569000	-1.923181E-7
-10.563000	-2.980232E-7
-10.557000	-2.387678E-7
-10.551000	-1.669396E-7
-10.545000	-1.466833E-8
-10.539000	-2.811430E-7
-10.533000	-3.234018E-7
-10.527000	-3.107125E-7
-10.521000	-2.726447E-7
-10.515000	-2.176967E-7
-10.509000	-2.853340E-7
-10.503000	-3.868481E-7
-10.497000	-4.164176E-7
-10.491000	-5.692709E-8
-10.484500	-5.692709E-8
-10.478500	-6.170012E-9
-10.472500	-1.627486E-7
-10.466500	-1.330627E-7
-10.460500	6.146729E-8
-10.454500	1.071021E-8
-10.448500	-1.669396E-7
-10.442500	-4.249159E-7
-10.436500	-3.487803E-7
-10.430500	-3.529713E-7
-10.424500	-2.260786E-7
-10.418500	-3.699679E-7
-10.412500	-4.164176E-7
-10.406500	-3.656605E-7
-10.400500	-4.004687E-8
-10.394500	-4.854519E-8
-10.388500	-6.961636E-8
-10.382500	-1.880107E-7
-10.376500	-3.445894E-7
-10.370500	-1.119915E-7
-10.364500	-1.203734E-7
-10.358500	-1.500593E-7
-10.352500	-2.641464E-7
-10.346500	-3.445894E-7
-10.340500	-3.192108E-7
-10.334500	-2.387678E-7
-10.328500	-1.373701E-7
-10.322500	-2.853340E-7
-10.316500	-3.234018E-7
-10.310500	-3.699679E-7
-10.304500	-1.466833E-8
-10.298500	-1.034932E-7
-10.292500	-9.499490E-8
-10.286500	-2.980232E-7
-10.280500	7.834751E-8
-10.274500	6.565824E-8
-10.268500	-5.692709E-8
-10.262500	-3.234018E-7
-10.256500	-3.234018E-7
-10.250500	-3.192108E-7
-10.244500	-9.499490E-8
-10.238500	-2.557645E-7
-10.232500	-1.796288E-7
-10.226500	-8.661300E-8
-10.220500	-1.542503E-7
-10.214500	4.027970E-8
-10.208500	-2.735760E-8
-10.202500	-2.176967E-7
-10.196500	-3.585592E-8
-10.190500	-2.260786E-7
-10.184500	-1.203734E-7
-10.178500	-1.627486E-7
-10.172500	-2.726447E-7
-10.166500	-3.572786E-7
-10.160500	-2.980232E-7
-10.154500	-3.234018E-7
-10.148500	-1.542503E-7
-10.142500	-2.050074E-7
-10.136500	-2.176967E-7
-10.130500	-1.415610E-7
-10.124500	-1.979060E-9
